id,user_id,action,entity_type,entity_id,previous_value,new_value,ip_address,reason,created_at
212,9.0,LOGOUT,User,9.0,,,127.0.0.1,,2026-09-01 11:33:29.683
213,6.0,LOGIN_SUCCESS,User,6.0,,,127.0.0.1,,2026-09-01 11:33:37.777
214,6.0,REQUEST_DE_SUBMITTED,FormDERequest,1.0,,"{""requester"": ""Thabo Mmutle"", ""department"": ""Ministry of Health"", ""status"": ""submitted"", ""has_form_d"": true, ""has_form_e"": true}",127.0.0.1,,2026-09-01 11:34:06.937
215,6.0,REQUEST_DE_FORM_D_UPLOADED,FormDERequest,1.0,,"{""filename"": ""1_List_of_Registration_Codes_PPADB.pdf""}",127.0.0.1,,2026-09-01 11:34:06.953
216,6.0,REQUEST_DE_FORM_E_UPLOADED,FormDERequest,1.0,,"{""filename"": ""EBMS_Botswana_PPRA_Procurement_Workflow_Requirements.docx""}",127.0.0.1,,2026-09-01 11:34:06.970
217,6.0,LOGOUT,User,6.0,,,127.0.0.1,,2026-09-01 11:34:13.867
218,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-01 11:34:28.830
219,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-01 11:34:54.913
220,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 11:35:18.290
221,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-01 11:35:33.317
222,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-01 11:35:39.123
223,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-01 11:37:54.117
224,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-01 11:38:11.243
225,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-01 11:38:38.773
226,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 11:38:47.983
227,2.0,SYSTEM_SETTINGS_UPDATED,SiteSetting,,,"{""app_name"": ""EBMS Botswana"", ""app_tagline"": ""Secure Procurement and Bid Management"", ""system_description"": ""Secure Procurement and Bid Management"", ""public_home_title"": ""EBMS Procurement Portal"", ""public_home_intro"": ""Transparent procurement for public-sector delivery."", ""website_url"": """", ""portal_primary_color"": ""#0f766e"", ""portal_secondary_color"": ""#1f2937"", ""support_email"": ""support@your-domain.example"", ""support_phone"": ""+267 000 0000"", ""contact_address"": ""Your office address"", ""default_country"": ""Botswana"", ""default_timezone"": ""Africa/Gaborone"", ""currency"": ""BWP"", ""date_format"": ""%d %b %Y"", ""time_format"": ""%H:%M"", ""allow_registration"": ""true"", ""enable_supplier_registration"": ""true"", ""supplier_approval_required"": ""true"", ""supplier_verification_required"": ""true"", ""minimum_password_length"": ""10"", ""require_password_uppercase"": ""true"", ""require_password_number"": ""true"", ""require_password_special"": ""true"", ""session_lifetime_hours"": ""8"", ""login_max_attempts"": ""5"", ""login_lockout_minutes"": ""15"", ""password_expiry_days"": ""90"", ""default_procurement_status"": ""draft"", ""enabled_procurement_methods"": ""open_domestic,open_international,restricted,rfq,direct,rfp"", ""required_procurement_documents"": ""advertisement"", ""direct_procurement_threshold"": ""500000"", ""open_procurement_threshold"": ""500000"", ""lot_splitting_warning_threshold"": ""500000"", ""tender_number_prefix"": ""TB"", ""bid_submission_deadline_min_hours"": ""24"", ""approval_levels"": ""1"", ""workflow_rejection_behaviour"": ""return_for_correction"", ""workflow_escalation_days"": ""3"", ""required_supplier_documents"": ""compliance_document"", ""supplier_categories"": ""goods,works,consultancy,non_consultancy"", ""default_bidder_status"": ""pending"", ""require_bidder_document_review"": ""true"", ""default_public_entity_status"": ""active"", ""show_financial_year_in_portal"": ""true"", ""allowed_document_extensions"": ""pdf,doc,docx,xls,xlsx,png,jpg,jpeg"", ""request_document_extensions"": ""pdf,doc,docx,xls,xlsx"", ""request_document_max_mb"": ""25"", ""max_upload_size_mb"": ""2048"", ""document_retention_days"": ""3650"", ""file_naming_rule"": ""safe_unique"", ""smtp_host"": ""smtp.gmail.com"", ""smtp_port"": ""587"", ""sender_email"": ""fonsoally@gmail.com"", ""email_sender_name"": ""EBMS Botswana"", ""email_encryption"": ""tls"", ""enable_email"": ""true"", ""enable_system_notifications"": ""true"", ""enable_notifications"": ""true"", ""notification_frequency"": ""immediate"", ""notification_retention_days"": ""365"", ""email_template_account_approved"": ""Your EBMS Botswana bidder account has been activated."", ""email_template_account_rejected"": ""Your EBMS Botswana bidder account was rejected."", ""deadline_reminder_days"": ""3"", ""enable_audit_log"": ""true"", ""audit_log_retention_days"": ""3650"", ""maintenance_mode"": ""true"", ""maintenance_message"": ""The system is temporarily undergoing maintenance. Please try again later.""}",127.0.0.1,,2026-09-01 11:39:43.217
228,,USER_REGISTERED,User,15.0,,"{""username"": ""Lone.M"", ""role"": ""bidder"", ""company"": ""BURS""}",127.0.0.1,,2026-09-01 12:11:30.870
229,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 12:12:23.863
230,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 12:13:29.687
231,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 12:16:32.503
232,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 12:21:08.400
233,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 15:55:35.053
234,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-01 15:55:43.023
235,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-01 15:55:52.017
236,3.0,REQUEST_DE_DOCUMENT_VIEWED,FormDERequest,1.0,,"{""doc_type"": ""form_e"", ""filename"": ""EBMS_Botswana_PPRA_Procurement_Workflow_Requirements.docx""}",127.0.0.1,,2026-09-01 16:09:16.310
237,3.0,REQUEST_DE_DOCUMENT_VIEWED,FormDERequest,1.0,,"{""doc_type"": ""form_e"", ""filename"": ""EBMS_Botswana_PPRA_Procurement_Workflow_Requirements.docx""}",127.0.0.1,,2026-09-01 16:09:34.323
238,3.0,REQUEST_DE_DOCUMENT_VIEWED,FormDERequest,1.0,,"{""doc_type"": ""form_e"", ""filename"": ""EBMS_Botswana_PPRA_Procurement_Workflow_Requirements.docx""}",127.0.0.1,,2026-09-01 16:09:35.873
239,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-01 16:25:05.987
240,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-01 16:25:30.130
241,16.0,LOGIN_SUCCESS,User,16.0,,,127.0.0.1,,2026-09-01 16:40:27.463
242,3.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 2}",127.0.0.1,,2026-09-01 21:46:29.803
243,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-01 21:47:45.717
244,6.0,LOGIN_SUCCESS,User,6.0,,,127.0.0.1,,2026-09-01 21:47:52.490
245,6.0,LOGOUT,User,6.0,,,127.0.0.1,,2026-09-01 21:47:58.650
246,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 21:48:04.733
247,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-01 21:48:31.287
248,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-01 21:48:34.940
249,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-01 21:49:56.963
250,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-01 21:50:03.027
251,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-01 22:28:24.703
252,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-01 22:31:32.843
253,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-01 22:31:39.763
254,4.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 1}",127.0.0.1,,2026-09-01 22:39:45.633
255,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-01 22:41:51.123
256,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-01 22:43:40.203
257,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-01 22:45:15.003
258,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-01 22:45:43.070
259,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-01 22:46:01.333
260,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-01 22:46:06.047
261,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-01 23:06:14.153
262,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-01 23:08:41.547
263,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-01 23:08:52.667
264,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-01 23:17:32.757
265,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-01 23:19:23.493
266,4.0,USER_SETTINGS_UPDATED,User,4.0,,"{""theme"": ""dark"", ""accent_color"": ""#2563eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-01 23:22:04.003
267,4.0,USER_SETTINGS_UPDATED,User,4.0,,"{""theme"": ""light"", ""accent_color"": ""#2563eb"", ""compact_view"": false, ""show_tips"": false}",127.0.0.1,,2026-09-01 23:22:54.123
268,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-01 23:34:06.667
269,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-01 23:40:58.290
270,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-01 23:42:17.263
271,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 00:02:55.033
272,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 08:44:15.303
273,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 08:44:26.977
274,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 08:44:35.877
275,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 10:54:20.893
276,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 15:56:57.443
277,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,4.0,"{""status"": ""submission_open""}","{""status"": ""closed""}",127.0.0.1,,2026-09-02 16:15:29.947
278,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,4.0,"{""status"": ""closed""}","{""status"": ""submission_open""}",127.0.0.1,,2026-09-02 16:16:34.060
279,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 16:19:53.467
280,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-02 16:20:00.233
281,4.0,REPORT_EXPORT_EXCEL,Report,,,"{""report_type"": ""awards"", ""filters"": {""procurement_id"": null, ""contract_status"": null}}",127.0.0.1,,2026-09-02 16:20:12.517
282,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-02 16:25:16.630
283,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 16:25:20.737
284,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 16:30:28.350
285,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-02 16:30:37.337
286,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-02 16:32:12.463
287,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-02 16:34:17.320
288,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 16:34:21.693
289,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 16:35:27.423
290,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-02 16:35:33.587
291,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-02 16:35:52.467
292,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 16:35:56.640
293,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 16:36:09.987
294,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 16:36:30.657
295,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 16:37:23.350
296,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 16:37:49.587
297,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,8.0,"{""status"": ""published""}","{""status"": ""submission_open""}",127.0.0.1,,2026-09-02 16:43:40.857
298,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 16:43:45.200
299,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 16:44:06.747
300,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 16:44:16.280
301,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 16:44:19.343
302,14.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 1}",127.0.0.1,,2026-09-02 17:32:15.150
303,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 17:33:01.833
304,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 17:33:52.897
305,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 17:54:49.980
306,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 17:54:59.313
307,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 18:14:55.303
308,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 18:17:40.547
309,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 18:18:14.237
310,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 18:18:30.973
311,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 18:18:48.240
312,3.0,REPORT_EXPORT_EXCEL,Report,,,"{""report_type"": ""audit_trail"", ""filters"": {}}",127.0.0.1,,2026-09-02 18:19:40.633
313,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 18:21:42.557
314,9.0,LOGIN_SUCCESS,User,9.0,,,127.0.0.1,,2026-09-02 18:21:47.847
315,9.0,PAYMENT_PROOF_SUBMITTED,BidderPayment,9.0,,"{""procurement_id"": 11, ""bidder_id"": 3, ""reference"": ""Allen Machona"", ""amount"": 400.0}",127.0.0.1,,2026-09-02 18:22:07.977
316,9.0,LOGOUT,User,9.0,,,127.0.0.1,,2026-09-02 18:22:10.890
317,,LOGIN_FAILED,User,,,,127.0.0.1,bad credentials,2026-09-02 18:22:25.257
318,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 18:22:29.090
319,11.0,PAYMENT_PROOF_SUBMITTED,BidderPayment,10.0,,"{""procurement_id"": 11, ""bidder_id"": 5, ""reference"": ""Allen Machona"", ""amount"": 199.96}",127.0.0.1,,2026-09-02 18:22:58.760
320,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 18:23:01.003
321,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-02 18:23:17.247
322,2.0,USER_ACTIVE_TOGGLED,User,15.0,,"{""is_active"": true}",127.0.0.1,,2026-09-02 18:23:37.690
323,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-02 18:23:48.357
324,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-02 18:24:05.640
325,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-02 18:24:26.837
326,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-02 18:24:35.590
327,2.0,LOGOUT,User,2.0,,,127.0.0.1,,2026-09-02 18:24:55.807
328,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 18:25:03.520
329,3.0,PAYMENT_APPROVED,BidderPayment,10.0,,"{""bidder_id"": 5, ""reference"": ""Allen Machona"", ""amount"": 199.96, ""procurement_id"": 11}",127.0.0.1,,2026-09-02 18:25:32.367
330,3.0,DOCUMENT_ACCESS_GRANTED,BidderDocumentAccess,11.0,,"{""bidder_id"": 5, ""granted_by"": 3, ""documents"": [""ITT""]}",127.0.0.1,,2026-09-02 18:25:32.397
331,3.0,PAYMENT_APPROVED,BidderPayment,9.0,,"{""bidder_id"": 3, ""reference"": ""Allen Machona"", ""amount"": 400.0, ""procurement_id"": 11}",127.0.0.1,,2026-09-02 18:25:51.173
332,3.0,DOCUMENT_ACCESS_GRANTED,BidderDocumentAccess,11.0,,"{""bidder_id"": 3, ""granted_by"": 3, ""documents"": [""ITT""]}",127.0.0.1,,2026-09-02 18:25:51.207
333,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 18:26:11.937
334,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 18:26:21.800
335,11.0,LATE_SUBMISSION_REJECTED,Procurement,11.0,,,127.0.0.1,Attempted after deadline 2026-09-02 11:00:00,2026-09-02 18:27:01.727
336,11.0,LATE_SUBMISSION_REJECTED,Procurement,11.0,,,127.0.0.1,Attempted after deadline 2026-09-02 11:00:00,2026-09-02 18:27:36.760
337,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 18:31:37.650
338,11.0,LATE_SUBMISSION_REJECTED,Procurement,11.0,,,127.0.0.1,Attempted after deadline 2026-09-02 11:00:00,2026-09-02 18:32:28.763
339,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 18:36:08.860
340,8.0,LATE_SUBMISSION_REJECTED,Procurement,11.0,,,127.0.0.1,Attempted after deadline 2026-09-02 11:00:00,2026-09-02 18:37:03.227
341,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 18:37:05.843
342,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 18:37:24.163
343,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,12.0,"{""status"": ""submission_open""}","{""status"": ""closed""}",127.0.0.1,,2026-09-02 18:38:15.027
344,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,12.0,"{""status"": ""closed""}","{""status"": ""submission_open""}",127.0.0.1,,2026-09-02 18:38:48.410
345,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 18:38:51.210
346,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 18:38:57.277
347,8.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 8}",127.0.0.1,,2026-09-02 18:39:07.177
348,8.0,BID_SUBMITTED,Submission,15.0,,"{""envelope_type"": ""single"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-917BDBC8""}",127.0.0.1,,2026-09-02 18:39:41.960
349,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 18:39:59.790
350,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 18:40:09.343
351,11.0,PAYMENT_PROOF_SUBMITTED,BidderPayment,11.0,,"{""procurement_id"": 12, ""bidder_id"": 5, ""reference"": ""Allen Machona"", ""amount"": 400.0}",127.0.0.1,,2026-09-02 18:40:23.887
352,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 18:40:25.707
353,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 18:40:38.973
354,3.0,PAYMENT_APPROVED,BidderPayment,11.0,,"{""bidder_id"": 5, ""reference"": ""Allen Machona"", ""amount"": 400.0, ""procurement_id"": 12}",127.0.0.1,,2026-09-02 18:40:46.753
355,3.0,DOCUMENT_ACCESS_GRANTED,BidderDocumentAccess,12.0,,"{""bidder_id"": 5, ""granted_by"": 3, ""documents"": [""ITT""]}",127.0.0.1,,2026-09-02 18:40:46.770
356,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 18:40:52.170
357,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 18:40:57.220
358,11.0,BID_SUBMITTED,Submission,16.0,,"{""envelope_type"": ""single"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-BC4B1798""}",127.0.0.1,,2026-09-02 18:41:16.153
359,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 18:41:20.587
360,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 18:41:25.973
361,3.0,MESSAGE_READ,Notification,138.0,,,127.0.0.1,,2026-09-02 18:52:18.693
362,3.0,MESSAGE_READ,Notification,121.0,,,127.0.0.1,,2026-09-02 18:52:20.910
363,3.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 1}",127.0.0.1,,2026-09-02 18:52:24.277
364,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 19:11:14.027
365,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 19:16:06.117
366,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 19:16:20.837
367,8.0,LATE_SUBMISSION_REJECTED,Procurement,11.0,,,127.0.0.1,Attempted after deadline 2026-09-02 11:00:00,2026-09-02 19:16:47.933
368,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 19:17:05.667
369,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 19:17:41.413
370,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,11.0,"{""status"": ""submission_open""}","{""status"": ""closed""}",127.0.0.1,,2026-09-02 19:17:49.910
371,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,11.0,"{""status"": ""closed""}","{""status"": ""submission_open""}",127.0.0.1,,2026-09-02 19:18:02.640
372,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 19:18:06.207
373,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 19:18:20.577
374,8.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 2}",127.0.0.1,,2026-09-02 19:18:25.260
375,8.0,BID_SUBMITTED,Submission,17.0,,"{""envelope_type"": ""technical"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-03DDE5F6""}",127.0.0.1,,2026-09-02 19:19:01.890
376,8.0,BID_SUBMITTED,Submission,18.0,,"{""envelope_type"": ""financial"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-F8C1F36B""}",127.0.0.1,,2026-09-02 19:19:01.953
377,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 19:19:06.027
378,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 19:19:09.757
379,11.0,BID_SUBMITTED,Submission,19.0,,"{""envelope_type"": ""technical"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-4D7A6A60""}",127.0.0.1,,2026-09-02 19:19:32.520
380,11.0,BID_SUBMITTED,Submission,20.0,,"{""envelope_type"": ""financial"", ""hash"": ""99f5c986202638425fdb8c751c727f0b48251ff9423fe6bac80e1cb2faf503dd"", ""receipt"": ""SUB-20260902-BB02BA97""}",127.0.0.1,,2026-09-02 19:19:32.577
381,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 19:19:35.387
382,,LOGIN_FAILED,User,,,,127.0.0.1,bad credentials,2026-09-02 19:19:41.510
383,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 19:19:56.343
384,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,11.0,"{""status"": ""submission_open""}","{""status"": ""closed""}",127.0.0.1,,2026-09-02 19:25:59.033
385,3.0,EVALUATOR_ASSIGNMENT_CREATED,EvaluatorAssignment,2.0,,"{""procurement_id"": 11, ""evaluator_id"": 5, ""scope"": ""both""}",127.0.0.1,,2026-09-02 19:26:14.213
386,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 19:26:29.760
387,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-02 19:26:36.950
388,5.0,NOTIFICATIONS_MARKED_ALL_READ,Notification,,,"{""count"": 2}",127.0.0.1,,2026-09-02 19:26:46.530
389,5.0,EVALUATOR_FEEDBACK_SUBMITTED,EvaluatorFeedback,2.0,,"{""procurement_id"": 11, ""filename"": ""TB-2026-611_5_b281cba4_1_List_of_Registration_Codes_PPADB (1).pdf""}",127.0.0.1,,2026-09-02 19:28:04.540
390,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-02 19:30:59.500
391,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 19:31:04.897
392,3.0,PROCUREMENT_STATUS_CHANGED,Procurement,11.0,"{""status"": ""closed""}","{""status"": ""under_evaluation""}",127.0.0.1,,2026-09-02 19:31:12.317
393,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 19:31:42.073
394,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 19:31:46.590
395,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 19:35:53.710
396,4.0,LOGIN_SUCCESS,User,4.0,,,127.0.0.1,,2026-09-02 19:36:06.423
397,4.0,LOGOUT,User,4.0,,,127.0.0.1,,2026-09-02 19:37:27.940
398,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 19:37:31.127
399,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 19:38:26.310
400,8.0,LOGIN_SUCCESS,User,8.0,,,127.0.0.1,,2026-09-02 19:38:31.900
401,8.0,LOGOUT,User,8.0,,,127.0.0.1,,2026-09-02 19:38:54.270
402,11.0,LOGIN_SUCCESS,User,11.0,,,127.0.0.1,,2026-09-02 19:38:58.190
403,11.0,LOGOUT,User,11.0,,,127.0.0.1,,2026-09-02 19:39:26.740
404,14.0,LOGIN_SUCCESS,User,14.0,,,127.0.0.1,,2026-09-02 19:42:33.987
405,14.0,LOGOUT,User,14.0,,,127.0.0.1,,2026-09-02 19:42:47.633
406,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 19:50:28.353
407,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 19:55:59.743
408,3.0,EVALUATOR_FEEDBACK_RELEASED,Procurement,11.0,,,127.0.0.1,Feedback enabled by Procurement user 3,2026-09-02 19:56:53.840
409,3.0,EVALUATOR_FEEDBACK_VIEWED,EvaluatorFeedback,2.0,,,127.0.0.1,Procurement user 3 viewed evaluator feedback,2026-09-02 19:58:58.567
410,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 20:24:56.503
411,5.0,LOGIN_SUCCESS,User,5.0,,,127.0.0.1,,2026-09-02 20:25:04.433
412,5.0,LOGOUT,User,5.0,,,127.0.0.1,,2026-09-02 20:25:18.423
413,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 20:26:47.330
414,3.0,LOGOUT,User,3.0,,,127.0.0.1,,2026-09-02 20:27:52.850
415,3.0,LOGIN_SUCCESS,User,3.0,,,127.0.0.1,,2026-09-02 20:27:57.813
416,2.0,LOGIN_SUCCESS,User,2.0,,,127.0.0.1,,2026-09-02 20:30:38.407
